Freq_GHz	Model_dBm
10.389375	-9.731458
10.399355	-9.7322617
10.409335	-9.7330664
10.419315	-9.733872
10.429295	-9.7346786
10.439275	-9.7354861
10.449255	-9.7362945
10.459235	-9.7371038
10.469215	-9.7379141
10.479195	-9.7387253
10.489175	-9.7395375
10.499155	-9.7403506
10.509135	-9.7411647
10.519115	-9.7419796
10.529095	-9.7427955
10.539075	-9.7436124
10.549055	-9.7444302
10.559035	-9.7452489
10.569015	-9.7460686
10.578995	-9.7468892
10.588975	-9.7477108
10.598955	-9.7485333
10.608935	-9.7493567
10.618915	-9.7501811
10.628895	-9.7510065
10.638875	-9.7518327
10.648855	-9.75266
10.658835	-9.7534881
10.668815	-9.7543172
10.678795	-9.7551473
10.688775	-9.7559783
10.698755	-9.7568103
10.708735	-9.7576432
10.718715	-9.758477
10.728695	-9.7593118
10.738675	-9.7601475
10.748655	-9.7609842
10.758635	-9.7618219
10.768615	-9.7626605
10.778595	-9.7635
10.788575	-9.7643405
10.798555	-9.765182
10.808535	-9.7660244
10.818515	-9.7668677
10.828495	-9.767712
10.838475	-9.7685573
10.848455	-9.7694035
10.858435	-9.7702507
10.868415	-9.7710988
10.878395	-9.7719479
10.888375	-9.7727979
10.898355	-9.7736489
10.908335	-9.7745009
10.918315	-9.7753538
10.928295	-9.7762077
10.938275	-9.7770625
10.948255	-9.7779183
10.958235	-9.778775
10.968215	-9.7796327
10.978195	-9.7804914
