Freq_GHz	r_fit	x_fit	R_fit_ohm	X_fit_ohm	Re_S11	Im_S11	S11_dB	S11_deg
2.44333	1.16636	-0.149384	58.3179	-7.46921	0.0811609	-0.0633598	-19.7463	-37.9781
2.45377	1.16608	-0.149975	58.3039	-7.49873	0.0810777	-0.0636242	-19.7381	-38.1224
2.46422	1.1658	-0.150564	58.2899	-7.52822	0.0809942	-0.0638885	-19.7298	-38.2665
2.47466	1.16552	-0.151154	58.2758	-7.55769	0.0809103	-0.0641528	-19.7216	-38.4104
2.48511	1.16523	-0.151742	58.2616	-7.58712	0.0808261	-0.0644169	-19.7133	-38.5542
2.49555	1.16495	-0.15233	58.2474	-7.61652	0.0807415	-0.064681	-19.705	-38.6978
2.50599	1.16466	-0.152918	58.2332	-7.64589	0.0806566	-0.064945	-19.6967	-38.8411
2.51644	1.16438	-0.153505	58.2188	-7.67523	0.0805713	-0.0652089	-19.6884	-38.9843
2.52688	1.16409	-0.154091	58.2045	-7.70454	0.0804857	-0.0654727	-19.68	-39.1273
2.53732	1.1638	-0.154676	58.1901	-7.73382	0.0803997	-0.0657364	-19.6716	-39.2701
2.54777	1.16351	-0.155261	58.1756	-7.76307	0.0803134	-0.066	-19.6632	-39.4127
2.55821	1.16322	-0.155846	58.1611	-7.79229	0.0802267	-0.0662636	-19.6548	-39.5551
2.56865	1.16293	-0.15643	58.1465	-7.82148	0.0801397	-0.0665271	-19.6464	-39.6974
2.5791	1.16264	-0.157013	58.1319	-7.85064	0.0800524	-0.0667905	-19.638	-39.8394
2.58954	1.16234	-0.157595	58.1172	-7.87977	0.0799647	-0.0670538	-19.6295	-39.9813
2.59998	1.16205	-0.158177	58.1025	-7.90886	0.0798766	-0.067317	-19.621	-40.1229
2.61043	1.16175	-0.158759	58.0877	-7.93793	0.0797882	-0.0675801	-19.6125	-40.2644
2.62087	1.16146	-0.159339	58.0728	-7.96696	0.0796994	-0.0678432	-19.604	-40.4057
2.63131	1.16116	-0.159919	58.058	-7.99597	0.0796103	-0.0681061	-19.5955	-40.5468
2.64176	1.16086	-0.160499	58.043	-8.02494	0.0795209	-0.068369	-19.5869	-40.6877
2.6522	1.16056	-0.161078	58.028	-8.05388	0.0794311	-0.0686318	-19.5783	-40.8284
2.66264	1.16026	-0.161656	58.013	-8.08279	0.0793409	-0.0688944	-19.5697	-40.9689
2.67309	1.15996	-0.162233	57.9979	-8.11167	0.0792504	-0.069157	-19.5611	-41.1092
2.68353	1.15966	-0.16281	57.9828	-8.14051	0.0791596	-0.0694196	-19.5525	-41.2494
2.69397	1.15935	-0.163387	57.9676	-8.16933	0.0790684	-0.069682	-19.5439	-41.3893
2.70442	1.15905	-0.163962	57.9523	-8.19811	0.0789768	-0.0699443	-19.5352	-41.5291
2.71486	1.15874	-0.164537	57.937	-8.22686	0.0788849	-0.0702065	-19.5266	-41.6687
