Freq_GHz	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit	S11_meas_dB	S11_fit_dB
1.50063e+10	-0.20765832	-0.2562049	-0.17817446	-0.16014271	-9.635191	-12.4115
1.52062e+10	-0.2149299	-0.25523601	-0.18392629	-0.15868186	-9.5334768	-12.290831
1.54062e+10	-0.22159474	-0.25498964	-0.18968308	-0.15710077	-9.4262323	-12.170953
1.56061e+10	-0.22876111	-0.25334751	-0.19543655	-0.155401	-9.3361216	-12.05199
1.58061e+10	-0.23583763	-0.25234855	-0.20118992	-0.15358089	-9.2336254	-11.933827
1.6006e+10	-0.24393297	-0.25156893	-0.20693492	-0.15164235	-9.1083622	-11.816589
1.6206e+10	-0.25029231	-0.24957665	-0.21267477	-0.14958362	-9.0331678	-11.700159
1.64059e+10	-0.25863381	-0.24895375	-0.2184012	-0.14740696	-8.8985014	-11.58466
1.66059e+10	-0.26429573	-0.24643518	-0.22411743	-0.14511047	-8.8411493	-11.469977
1.68058e+10	-0.2721466	-0.24431971	-0.22981524	-0.1426968	-8.7368708	-11.356229
1.70058e+10	-0.2801046	-0.24189457	-0.23549782	-0.14016391	-8.6336956	-11.243303
1.72057e+10	-0.28712354	-0.24030415	-0.24115701	-0.13751481	-8.5329533	-11.131314
1.74057e+10	-0.29456733	-0.23850578	-0.24679598	-0.13474734	-8.426795	-11.020152
1.76056e+10	-0.30062988	-0.23454287	-0.25240663	-0.13186485	-8.3746939	-10.909928
1.78056e+10	-0.30890214	-0.2326264	-0.25799212	-0.1288651	-8.2525549	-10.800534
1.80055e+10	-0.31554912	-0.22921803	-0.26354445	-0.12575175	-8.1783609	-10.692079
1.82055e+10	-0.32244039	-0.22683516	-0.26906673	-0.12252246	-8.0848751	-10.584456
1.84054e+10	-0.32995093	-0.22255052	-0.27455106	-0.11918124	-8.0025482	-10.47777
1.86054e+10	-0.33720957	-0.22015289	-0.28000056	-0.11572562	-7.9000916	-10.371917
1.88053e+10	-0.34556482	-0.21623975	-0.28540741	-0.11215996	-7.7943516	-10.267001
1.90053e+10	-0.35095051	-0.21242817	-0.29077471	-0.10848168	-7.7393656	-10.162916
1.92052e+10	-0.35900238	-0.20866992	-0.29609478	-0.10469547	-7.6339765	-10.059766
1.94052e+10	-0.36620301	-0.20363457	-0.30137068	-0.10079864	-7.5554552	-9.9574462
1.96051e+10	-0.37302688	-0.20071968	-0.30659489	-0.096796199	-7.4608693	-9.8560577
1.98051e+10	-0.38141592	-0.19436711	-0.31177043	-0.092685341	-7.3694019	-9.7554975
2.0005e+10	-0.38740469	-0.19253502	-0.31688993	-0.088471412	-7.2780523	-9.6558646
2.0205e+10	-0.39434764	-0.18485511	-0.32195638	-0.084151485	-7.2197509	-9.5570573
2.04049e+10	-0.40102248	-0.18127962	-0.32696261	-0.079731216	-7.1291223	-9.4591726
2.06049e+10	-0.40780382	-0.17535046	-0.33191153	-0.075207571	-7.0541973	-9.3621102
2.08048e+10	-0.41453517	-0.17067449	-0.33679618	-0.070586507	-6.9687052	-9.265965
2.10048e+10	-0.41887527	-0.16467372	-0.34161944	-0.06586488	-6.9341645	-9.1706383
2.12047e+10	-0.4277468	-0.15707723	-0.34637453	-0.061048939	-6.8268776	-9.0762227
2.14047e+10	-0.43287107	-0.15228946	-0.3510643	-0.056135434	-6.7660465	-8.9826211
2.16046e+10	-0.44142327	-0.14748967	-0.35568218	-0.051130891	-6.643261	-8.8899242
2.18046e+10	-0.44300159	-0.1395689	-0.36023097	-0.046031958	-6.6608968	-8.7980363
2.20045e+10	-0.45267683	-0.13362985	-0.36470434	-0.040845425	-6.5213695	-8.7070461
2.22045e+10	-0.45589438	-0.12583246	-0.36910504	-0.035567838	-6.5038548	-8.6168593
2.24044e+10	-0.46532681	-0.12119936	-0.37342696	-0.030206243	-6.3597775	-8.5275629
2.26044e+10	-0.46823029	-0.11187831	-0.3776728	-0.024757081	-6.3496833	-8.4390641
2.28043e+10	-0.47523139	-0.10750032	-0.38183672	-0.019227642	-6.2451711	-8.3514477
2.30043e+10	-0.48106309	-0.097869632	-0.38592135	-0.013614265	-6.1798267	-8.2646224
2.32042e+10	-0.48570831	-0.091449319	-0.38992112	-0.0079244682	-6.1212001	-8.1786714
2.34042e+10	-0.49211965	-0.084708417	-0.39383858	-0.0021544921	-6.0317798	-8.0935049
